Price,Close
Ticker,CNY=X
Date,
2022-01-03,6.354899883270264
2022-01-04,6.355100154876709
2022-01-05,6.354300022125244
2022-01-06,6.354000091552734
2022-01-07,6.381899833679199
2022-01-10,6.376200199127197
2022-01-11,6.373899936676025
2022-01-12,6.372900009155273
2022-01-13,6.357600212097168
2022-01-14,6.358099937438965
2022-01-17,6.351500034332275
2022-01-18,6.346700191497803
2022-01-19,6.352200031280518
2022-01-20,6.343500137329102
2022-01-21,6.3394999504089355
2022-01-24,6.337699890136719
2022-01-25,6.329800128936768
2022-01-26,6.326499938964844
2022-01-27,6.3196001052856445
2022-01-28,6.3668999671936035
2022-01-31,6.35099983215332
2022-02-01,6.359499931335449
2022-02-02,6.359499931335449
2022-02-03,6.359499931335449
2022-02-04,6.359499931335449
2022-02-07,6.359499931335449
2022-02-08,6.35230016708374
2022-02-09,6.365699768066406
2022-02-10,6.361400127410889
2022-02-11,6.35260009765625
2022-02-14,6.353099822998047
2022-02-15,6.355899810791016
2022-02-16,6.3379998207092285
2022-02-17,6.335599899291992
2022-02-18,6.3358001708984375
2022-02-21,6.32420015335083
2022-02-22,6.334199905395508
2022-02-23,6.325300216674805
2022-02-24,6.312300205230713
2022-02-25,6.3267998695373535
2022-02-28,6.315999984741211
2022-03-01,6.3084001541137695
2022-03-02,6.311500072479248
2022-03-03,6.3196001052856445
2022-03-04,6.319200038909912
2022-03-07,6.316699981689453
2022-03-08,6.319300174713135
2022-03-09,6.317599773406982
2022-03-10,6.3165998458862305
2022-03-11,6.320799827575684
2022-03-14,6.338699817657471
2022-03-15,6.364500045776367
2022-03-16,6.369100093841553
2022-03-17,6.351200103759766
2022-03-18,6.3454999923706055
2022-03-21,6.360199928283691
2022-03-22,6.354499816894531
2022-03-23,6.365300178527832
2022-03-24,6.371300220489502
2022-03-25,6.366300106048584
2022-03-28,6.365200042724609
2022-03-29,6.370699882507324
2022-03-30,6.363100051879883
2022-03-31,6.346199989318848
2022-04-01,6.338900089263916
2022-04-04,6.362100124359131
2022-04-05,6.362400054931641
2022-04-06,6.363100051879883
2022-04-07,6.358500003814697
2022-04-08,6.3597002029418945
2022-04-11,6.363999843597412
2022-04-12,6.36870002746582
2022-04-13,6.364999771118164
2022-04-14,6.367199897766113
2022-04-15,6.377399921417236
2022-04-18,6.370200157165527
2022-04-19,6.366199970245361
